bkh_no,square_ft,resale,longitude,latitude,price,Dealer,Owner
2,890.0451868999999,1,28.582887,77.339935,15.687312888712007,1,0
2,977.7082519,1,22.1764,75.8193,14.731801689838349,0,1
2,1099.855282,1,12.977126,77.577724,15.150511887854474,1,0
2,1050.241272,1,26.29564,73.03943000000001,15.123843647884687,0,1
3,1400.241838,1,26.900926,75.775927,15.571643022260735,1,0
3,1740.139211,1,19.048979,73.078232,16.705882371415992,1,0
2,1149.131767,1,24.69028,78.41889,16.705882371415992,1,0
2,650.1950585,1,11.026678,76.903583,14.508658238524095,1,0
2,1355.01355,1,26.878068,75.77985600000001,15.955576839107596,0,1
3,1800.0720030000002,1,12.96991,77.59796,16.52356082573315,1,0
2,907.6305221,1,21.56128,74.21238000000001,15.03634077434184,1,0
3,1636.296021,1,13.141581,77.749756,15.990262393084793,1,0
2,900.2520706,1,22.261354,73.215533,14.731801689838349,0,1
2,1318.0440230000002,1,12.905538,77.694263,16.118095750958314,0,1
3,1949.586451,1,30.684523,76.691728,16.108045416114916,1,0
3,1643.36522,1,9.930471,76.271273,15.717618233614914,1,0
3,1233.045623,1,18.96,72.82,16.860033043306743,1,0
1,655.0802139,1,18.964489,73.019574,15.404745967162468,1,0
2,1180.173092,1,12.96991,77.59796,15.830413711839864,0,1
3,1200.087279,1,28.6711,77.3683,15.520258832020865,0,1
4,2700.075602,1,28.535689,77.35967099999999,17.034386422832473,0,1
2,850.0991782,1,26.928785,75.828002,14.914123179965662,0,1
4,2636.296531,1,12.8855,77.5638,17.034386422832473,1,0
2,900.0163639,1,12.928575,77.58572099999999,15.520258832020865,0,1
4,2472.952087,1,18.475864,73.89000899999999,16.588099342704055,1,0
2,904.0656205,1,20.098413,79.10786,15.438851572806005,1,0
3,1570.306924,1,26.16667,75.78333,16.213405921671733,1,0
2,955.4140127,1,19.255098,72.9815265,16.52356082573315,1,0
2,1000.0,1,28.593566,77.362752,15.607270193858982,1,0
4,2494.747899,1,12.995285,77.766797,16.066802461833923,1,0
2,1150.130348,1,13.1101,80.2095,15.830413711839864,0,1
2,1210.136674,1,19.0168,73.09646,15.955576839107596,1,0
2,1365.001365,1,19.126499,72.99956,16.811242881518265,1,0
2,1050.144395,1,22.271214,73.188827,15.201805169084134,1,0
2,985.452839,1,28.538774,77.366515,14.557448378884015,1,0
2,1045.296167,1,28.368269,77.37273,14.690979711984754,1,0
2,1301.89498,1,12.86,77.786,16.012735246411598,1,0
4,4465.709729,1,28.526624,77.37671800000001,17.147715103853763,1,0
2,1192.0,1,20.286571,85.810906,15.600581206826753,1,0
3,1846.153846,0,22.5922,88.484911,16.300417291085605,1,0
2,750.0604887000001,1,28.66667,77.41667,14.946912992035967,0,1
2,1060.0706710000002,1,19.040066,73.115347,15.789591722875162,1,0
3,1415.09434,1,12.8458,77.6727,15.88868261241667,1,0
2,1160.062565,1,18.96,72.82,16.001561947061912,1,0
3,1690.024732,1,19.1615,72.8731,17.529082649058825,1,0
3,1672.762741,1,28.495803,77.42684799999999,15.741217999702068,0,1
2,1315.265046,1,20.606469,72.913465,15.009433329466965,0,1
1,650.026001,1,19.245347,73.124577,15.424948670398354,1,0
1,540.1755571,1,19.585537,72.83686800000001,14.285514812209815,0,1
3,1830.065359,1,20.098413,79.10786,16.097893045681612,1,0
3,1575.157516,1,28.66667,77.41667,15.76142084987672,1,0
3,1530.0,1,12.904179,77.665897,15.850216336521664,1,0
2,619.6377502,1,12.758604,77.700377,14.77102238760702,0,1
4,2200.0,1,21.17,72.83,16.213405921671733,0,1
3,1757.188498,1,40.67197199,-86.15292909,15.856731016694035,1,0
2,1087.885617,1,19.239813,72.962722,16.454567959008102,1,0
2,1199.862873,1,12.880993,77.557654,15.76142084987672,0,1
2,1265.035255,1,13.033421,77.603954,15.623799493077952,0,1
2,676.0453302,1,22.301625,88.242147,14.363632544508476,1,0
2,800.0,1,28.678014,77.38296,15.250595321348806,0,1
2,750.0750075,1,22.486821,88.233267,14.731801689838349,0,1
2,1500.0,0,13.086769,80.191135,16.52356082573315,1,0
3,1814.285714,1,20.257483,85.780142,16.00043771997602,1,0
3,1195.652174,1,24.69028,78.41889,16.213405921671733,1,0
3,1395.032324,1,26.900926,75.775927,15.226497775576945,1,0
2,850.1594049,1,19.696531,72.767746,14.690979711984754,0,1
2,909.4339623,1,12.957707,80.18367099999999,15.388284693495642,1,0
2,910.0937672,1,25.248438,83.014116,15.009433329466965,0,1
3,1850.070303,1,12.96991,77.59796,17.034386422832473,1,0
3,2069.857697,1,28.546788,77.37849399999999,16.588099342704055,1,0
2,820.0082001000001,1,19.18,72.96333,16.454567959008102,1,0
2,1241.8075199999998,1,23.182972,72.611485,15.096444681204078,1,0
3,1014.120668,0,18.5438,73.9438,15.882373444019521,1,0
4,2302.158273,1,30.697795000000003,76.714722,16.588099342704055,1,0
2,900.0782677000001,1,24.69028,78.41889,15.747032114495013,1,0
2,898.5074627,0,26.154874,91.670312,14.917450968950916,0,0
3,2235.294118,1,26.91667,75.86667,16.759949589762293,1,0
3,1350.0,1,28.5679,77.3679,15.90737474309945,1,0
2,1100.110011,1,18.485487,73.80377299999999,15.76142084987672,1,0
1,612.1199755,1,12.8356,80.1682,14.914123179965662,1,0
2,1100.352113,1,20.892133,77.741664,14.731801689838349,0,1
5,5194.805195,1,28.522931,77.357078,17.50439003707821,1,0
3,1475.2567689999998,1,28.506454,77.40956800000001,15.882373444019521,1,0
4,2780.191138,1,28.558047,77.392752,16.588099342704055,1,0
2,1000.0,1,17.7,83.25,15.424948670398354,0,1
2,1532.720245,1,19.1615,72.8731,16.951004817371683,1,0
2,995.8314034,0,22.311323,73.121275,14.580978865220017,1,0
3,1646.706587,0,28.406794,76.936447,16.213405921671733,1,0
4,2350.965575,1,30.664299,76.817624,15.53827733427679,1,0
3,534.061239,1,28.34532,77.299035,15.319588176962746,0,1
2,1100.0,1,19.218498,72.992114,16.213405921671733,1,0
3,1968.888889,1,26.16667,91.76667,15.997057435448074,1,0
3,2196.354052,1,28.536585,77.383669,16.118095750958314,1,0
4,2400.0,1,22.281215,70.789479,17.216707972959764,1,0
2,1650.252861,1,18.49667,73.94167,15.64006001130563,1,0
2,632.0572844999999,0,19.402549,72.85441800000001,15.339390799901627,1,0
2,1034.965035,1,26.882832,81.033767,15.123843647884687,0,1
2,965.0439631,1,18.96,72.82,16.012735246411598,1,0
2,600.5495224,0,24.69028,78.41889,15.339390799901627,0,0
2,984.8484848,1,19.255098,72.9815265,16.380459992348886,1,0
3,1700.060716,1,19.05871,72.89969,17.553180200057167,1,0
1,546.0145603999999,0,19.18,72.96333,15.581952390148196,1,0
3,1677.4685470000002,1,18.914541,72.818211,16.906553056777135,1,0
3,1699.716714,1,28.629811,77.434197,15.38412668421143,1,0
2,1075.027996,1,28.602325,77.40199399999999,15.38412668421143,1,0
2,929.8998569,1,12.919423,77.522774,15.46416937585933,0,1
5,5299.954894,1,12.91668,77.59196,17.665658180950928,1,0
2,1020.181859,1,13.055985,77.622157,15.341567078850604,1,0
2,1070.135002,1,28.6423,77.3445,15.687312888712007,0,1
2,2400.384061,1,13.603543,79.460402,15.424948670398354,0,1
3,1767.388826,1,17.546483,78.480303,15.86320353036178,0,1
1,524.0,0,18.6182,73.7447,14.778685257416596,0,0
2,923.7875289,1,28.359199,76.836683,16.300417291085605,1,0
3,1657.275439,1,12.9223,77.5532,16.118095750958314,1,0
2,680.0,1,19.1759,72.9522,16.648723960844016,1,0
2,1100.478469,1,22.3301,73.1611,14.648420115681892,0,1
3,1701.6949149999998,0,21.152442,81.090184,15.42894069087108,1,0
3,2727.8562260000003,1,22.54111,88.33778000000001,15.955576839107596,1,0
2,1000.0,1,18.116670000000003,83.41667,14.914123179965662,0,1
3,1790.1897600000002,1,28.388225,76.946376,16.118095750958314,1,0
2,1100.352113,1,22.598675,88.438512,14.731801689838349,0,1
2,1232.162459,1,28.381971000000004,77.347688,15.317363482435562,1,0
3,1726.017442,1,12.995285,77.766797,16.066802461833923,0,1
3,1320.052802,1,18.5438,73.9438,16.213405921671733,1,0
2,990.0990099,1,21.250076,81.660749,14.731801689838349,0,1
1,675.0441375,1,24.69028,78.41889,15.687312888712007,1,0
2,674.0361283,1,10.5339,76.2085,14.731801689838349,0,1
1,775.1114886,1,28.543278000000004,77.358896,15.11023799953124,1,0
2,718.1042049,1,19.12,72.91,16.705882371415992,1,0
4,3200.0,1,28.429614,77.481711,16.705882371415992,1,0
2,945.1795841,1,24.586021,80.78740400000001,14.914123179965662,0,1
2,1089.028042,1,20.07911,73.911636,16.588099342704055,1,0
2,942.1518749,1,12.96991,77.59796,15.424948670398354,1,0
2,1370.0,1,19.980678,79.297436,15.922080888686857,1,0
2,1265.111049,1,9.90708,78.102316,16.012735246411598,0,1
3,1394.31121,1,24.69028,78.41889,16.118095750958314,1,0
2,800.0,1,12.80009,77.71181999999999,14.80876270134486,1,0
3,1505.144771,1,30.662283,76.822397,15.654471787659123,1,0
3,1067.270375,1,25.232239,71.392013,15.009433329466965,0,1
3,1400.059577,1,12.913771,77.768321,16.056220353623207,0,1
1,728.9473684,1,26.807408,75.83865899999999,14.834358239174286,1,0
3,1293.103448,0,26.900926,75.775927,15.137266664613225,1,0
3,2939.624633,1,28.403138,77.070052,17.479072229734946,1,0
2,1431.068385,1,30.661104,76.746082,15.694975760283178,1,0
3,1350.063532,1,12.96991,77.59796,15.955576839107596,0,1
1,750.1630789,1,21.189685,72.841062,14.648420115681892,0,1
3,1170.074459,1,24.69028,78.41889,16.108045416114916,1,0
2,1121.076233,1,24.69028,78.41889,15.319588176962746,0,1
4,1904.761905,1,30.714837,76.751896,16.118095750958314,1,0
4,7054.132801999999,1,28.388225,76.946376,17.6441519761925,1,0
2,950.0285009,1,19.1758,72.8643,16.52356082573315,1,0
2,969.9321048,1,12.852041,77.616315,15.201805169084134,0,1
1,636.0078278,1,19.038205,73.06612,15.46416937585933,1,0
4,4578.507945,1,12.929162,77.629041,17.341871111992198,1,0
1,700.0259269,1,18.5823,73.983,14.80876270134486,0,1
3,1859.637775,1,19.218498,72.992114,16.951004817371683,1,0
3,1700.1866059999998,1,31.097061,77.15489699999999,15.919644834185693,0,1
3,1847.187238,0,28.397468,76.945489,16.213405921671733,1,0
1,509.5541401,0,18.966114,73.148278,15.201805169084134,1,0
3,1427.424391,1,22.56972,88.36972,16.588099342704055,1,0
2,715.0518413,1,26.532207,75.520538,14.508658238524095,0,1
3,1393.214227,1,19.062322,72.88075400000001,15.955576839107596,0,1
2,900.3215434,1,30.768683000000003,76.650876,14.621986870259695,0,1
2,1000.0,1,19.18,72.96333,16.300417291085605,1,0
2,800.0,1,26.209302,78.194369,15.068273812173887,0,1
2,1125.175809,1,12.96991,77.59796,15.53827733427679,0,1
2,1015.113918,1,19.283359,72.864964,16.012735246411598,1,0
1,1060.147122,1,13.23,77.7,15.404745967162468,1,0
3,1654.8463359999998,1,9.930471,76.271273,15.76142084987672,0,1
3,1175.121811,1,22.54111,88.33778000000001,15.226497775576945,1,0
3,1877.435352,1,22.340396,73.19706,15.483217567201578,1,0
2,1150.121065,1,50.817397,4.42145,15.150511887854474,1,0
2,910.0529101,1,22.281878,70.752639,15.274125813221904,0,1
2,1080.0,0,13.010349,77.712151,14.99108419641044,0,0
3,1902.843071,1,12.96991,77.59796,16.648723960844016,1,0
2,1051.223242,1,19.18,72.96333,16.213405921671733,1,0
2,945.0617925,1,24.69028,78.41889,16.02378508137718,1,0
2,570.0958797999999,1,23.259859,77.427777,14.603968372873895,0,1
2,1050.070432,1,19.049989,73.077321,15.919644834185693,1,0
2,1785.060417,1,19.1145,72.8712,17.479072229734946,1,0
2,800.0,1,22.403867,88.47000600000001,15.068273812173887,0,1
2,750.0551511,1,12.919987,77.489265,15.039286283703994,0,1
2,1129.908619,1,28.409274,77.322293,16.029264546541317,1,0
4,2857.142857,0,22.1764,75.8193,16.300417291085605,0,0
2,896.6801117000001,1,30.662283,76.822397,14.876767406109316,1,0
2,900.116144,1,16.198332,77.34239000000001,14.946912992035967,0,1
3,1870.32419,1,28.874383,77.113251,15.830413711839864,0,1
2,1288.102262,1,13.0306,77.6485,15.87729716440539,0,1
4,2461.538462,1,26.91868,75.750399,16.588099342704055,1,0
2,1066.408143,1,22.288976,73.128222,14.603968372873895,1,0
2,1261.625556,1,28.874383,77.113251,14.953343880298434,1,0
2,1160.092807,1,13.0583,77.5732,15.319588176962746,0,1
2,828.7063893,1,12.91668,77.59196,16.118095750958314,1,0
3,2015.021066,1,13.010349,77.712151,16.213405921671733,0,1
3,2765.784114,1,26.928785,75.828002,15.730961646810274,1,0
2,790.0334245,1,12.863492,77.74143000000001,14.77102238760702,1,0
3,1358.024691,0,13.09,80.27,16.213405921671733,0,0
1,850.1594049,1,21.800275,72.60499300000001,14.690979711984754,0,1
2,1115.075825,1,18.973908,73.02510600000001,16.118095750958314,1,0
2,1080.080235,1,22.519728,88.38573000000001,15.76142084987672,1,0
4,3621.234302,1,12.96991,77.59796,17.665658180950928,1,0
3,1150.0069,1,19.05871,72.89969,17.034386422832473,1,0
3,2489.4067800000003,1,12.980033,77.69932800000001,16.056220353623207,0,1
3,1894.179894,1,25.3945,81.8615,15.49633865270477,1,0
4,4000.0,1,28.644695,77.33895600000001,16.454567959008102,1,0
2,1269.146608,1,22.727017,75.93404100000001,15.216693777883304,1,0
4,3458.3665869999995,1,28.560719,77.386208,17.073607134447293,0,1
2,835.2668213,0,29.9055,75.2547,14.739769856312924,0,0
2,1185.146168,1,22.54111,88.33778000000001,16.012735246411598,0,1
3,1289.872756,1,13.23,77.7,15.816990693309524,1,0
3,2100.0,1,11.931023,79.828222,16.860033043306743,1,0
4,3167.898627,1,21.189685,72.841062,16.52356082573315,1,0
2,845.007783,1,12.9974,80.0966,15.150511887854474,0,0
1,850.0,1,21.0,77.0,14.81614280591917,1,0
2,923.0100988,1,24.69028,78.41889,15.955576839107596,1,0
3,1490.312966,1,16.531879,80.670951,15.607270193858982,0,1
3,1480.019734,1,26.222384,85.86210799999999,15.607270193858982,0,1
3,1510.159253,1,12.8706,77.6279,16.213405921671733,0,1
2,999.6079969,0,22.12947,73.41756,14.751604309291395,1,0
2,1000.0,1,21.105779,79.078497,14.914123179965662,0,1
3,1350.135014,1,12.840956,77.659441,15.607270193858982,0,1
3,1231.578947,1,12.88784,77.654131,15.35880888156902,1,0
2,829.8850575,0,13.034709,80.105584,15.099218607317335,1,0
2,1069.7827519999998,1,28.629811,77.434197,14.99416586199818,1,0
1,610.0273241,1,19.147866,72.932609,16.077273760604726,1,0
4,2030.205496,1,30.698017,76.679016,15.919644834185693,1,0
2,978.7377658,1,28.368269,77.37273,14.88022163978423,1,0
3,1503.225806,1,26.91868,75.750399,15.35452622069408,1,0
2,804.8649615,1,12.808137,77.58308000000001,15.319588176962746,1,0
3,1400.0518539999998,1,20.277511,85.810411,15.501909696719672,0,1
2,1251.091068,1,21.235342000000003,72.917751,15.274125813221904,1,0
3,1850.424056,1,28.2102,76.8606,15.38412668421143,1,0
2,711.0877008,1,12.732961,77.707059,14.80876270134486,0,1
1,540.0540053999999,1,28.689982,77.339807,14.690979711984754,0,1
2,748.0,1,22.617564,88.427982,14.441449523589984,1,0
2,1166.039111,1,12.96991,77.59796,16.077273760604726,1,0
2,943.057302,1,19.12,72.91,16.860033043306743,1,0
3,1700.071582,1,22.221142,88.281267,16.759949589762293,1,0
4,2175.202689,1,26.900926,75.775927,16.213405921671733,1,0
3,2181.818182,1,12.9259,77.6229,16.993564429978885,0,1
3,1700.071582,1,27.56667,80.68333,16.066802461833923,0,1
2,1080.246914,1,26.157856,91.827348,15.068273812173887,0,1
3,1276.127613,1,13.04034,77.591347,15.573368647930426,0,1
3,2735.016019,1,12.96991,77.59796,17.370858648025116,1,0
2,988.0395216,1,19.12,72.91,16.759949589762293,1,0
3,935.0788138,1,22.5,88.35,15.068273812173887,1,0
1,550.0207555,1,19.050992,73.01794699999999,15.483217567201578,1,0
2,1094.8905109999998,1,30.684523,76.691728,15.444751293772967,1,0
5,6397.7252530000005,1,28.488415000000003,77.285903,17.399029524198163,1,0
2,1150.01465,1,27.16726,75.70950500000001,15.876024217147117,1,0
2,936.1348034,1,10.999392,76.997254,15.319588176962746,0,1
2,1150.030066,1,18.5993,73.7625,15.850216336521664,1,0
4,3810.431055,1,13.04034,77.591347,17.281246492014,1,0
2,1173.020528,1,10.036626,77.48248199999999,15.943742382861155,0,1
4,2541.699762,0,12.925027,80.235348,16.588099342704055,1,0
2,950.1648245,1,28.535783,77.400502,15.404745967162468,1,0
2,1045.12276,1,12.985206,77.663799,15.656060350091908,0,1
3,1969.667126,1,18.5853,73.7413,16.118095750958314,1,0
2,930.0661778,1,20.042481,74.473635,15.46416937585933,1,0
2,1071.080818,1,19.2167,73.0833,15.520258832020865,1,0
3,1400.208986,1,30.651192,76.755011,15.717618233614914,1,0
2,1176.470588,0,30.387136,75.865105,16.811242881518265,1,0
4,1925.925926,1,30.692243,76.750614,16.380459992348886,1,0
2,1053.001053,1,23.19635,72.633149,14.914123179965662,0,1
2,1051.1562720000002,1,12.96991,77.59796,15.319588176962746,0,1
2,988.5365491,1,18.510418,73.781944,15.708622672055014,1,0
2,1300.034211,1,11.0,76.96667,15.150511887854474,1,0
2,850.0028332999999,1,24.69028,78.41889,16.52356082573315,1,0
2,948.6166008,1,28.66667,77.41667,14.953343880298434,0,1
3,1760.1987989999998,1,9.930471,76.271273,15.955576839107596,0,1
2,850.1259446,1,28.21,76.87,14.80876270134486,0,1
1,654.9646319,1,19.049989,73.077321,15.424948670398354,1,0
2,1050.019091,1,19.256471,72.868815,16.213405921671733,1,0
3,1267.05653,1,31.325966,75.57364100000001,15.687312888712007,0,1
3,1150.086256,1,26.809242,75.741434,15.201805169084134,1,0
3,844.8442017000001,1,28.406388,77.342588,14.782494784382012,1,0
2,1075.268817,1,28.583704,77.360401,16.118095750958314,1,0
2,1016.191315,1,19.05871,72.89969,16.52356082573315,1,0
3,900.3760394,0,19.1615,72.8731,16.648723960844016,1,0
3,2058.1113800000003,1,28.546788,77.37849399999999,16.648723960844016,1,0
4,6000.0,1,28.548382,77.32781899999999,18.132998684833918,1,0
2,950.1187648,1,10.526103,76.19383,15.096444681204078,1,0
3,2015.983872,1,12.9847,77.5491,17.147715103853763,0,1
4,3045.878546,1,28.479440000000004,76.971432,16.588099342704055,1,0
2,1303.707063,1,19.1145,72.8712,16.951004817371683,1,0
2,936.0223873,1,24.69028,78.41889,16.08763654656639,1,0
2,704.0070843,1,13.04724,80.11142099999999,14.97239206922172,1,0
3,2000.0,1,9.935413,76.298608,16.380459992348886,1,0
3,1678.6570739999995,1,28.595305,77.347365,15.656060350091908,1,0
2,950.0285009,1,28.576117,77.382136,15.424948670398354,0,1
5,4787.552364,1,13.04034,77.591347,17.6867115897055,1,0
1,630.2521008,1,18.4,76.58333,14.115615891155079,0,1
3,1823.154057,1,18.52361,73.84778,16.588099342704055,1,0
3,2250.692521,1,30.594843,76.84983000000001,15.687312888712007,0,1
3,1399.941055,1,18.531343,73.87771500000001,16.759949589762293,0,1
3,1635.055592,1,12.96991,77.59796,16.118095750958314,0,1
3,1896.878772,1,28.362327,76.979049,16.213405921671733,1,0
3,1600.0,1,19.147866,72.932609,17.034386422832473,1,0
3,1447.054818,1,22.53028,88.33417,15.955576839107596,1,0
3,1640.112465,1,12.846186,77.693554,15.76142084987672,0,1
2,1110.053917,1,24.69028,78.41889,15.76142084987672,1,0
4,3333.333333,1,28.526624,77.37671800000001,17.034386422832473,1,0
3,2708.070049,1,12.8682,77.5321,17.216707972959764,1,0
3,1512.401694,1,20.029201,73.787918,16.118095750958314,1,0
